query_id,state,county,difficulty,question,found_in_top5,rank,chunk_coverage,golden_section,retrieved_section,retrieved_section_1,retrieved_section_2,retrieved_section_3,retrieved_section_4,retrieved_section_5,golden_chunk,retrieved_chunk,golden_penalty_fine,retrieved_penalty_fine,penalty_fine_correct,golden_prohibition,retrieved_prohibition,prohibition_correct,golden_obligation,retrieved_obligation,obligation_correct,golden_permission,retrieved_permission,permission_correct,metadata_accuracy,llm_reasoning
22,CA,Butte,Easy,Under what conditions is it unlawful to operate a motorboat without a fire extinguisher?,True,1,1.0,7-11 - Fire extinguishers.,,7-11. Fire extinguishers.,7-13. Speed limits.,7-25. Operating motorboats on small lakes.,7-15. Operating boat while under influence of alcohol or narcotics.*,7-17. Operation near designated swimming areas.,"It shall be unlawful for any person to operate any motorboat which is not equipped with an approved fire extinguisher which shall at all times be kept in condition for immediate and effective use and shall be so placed as to be readily accessible; excepting any boat propelled by electric motors of ten (10) horsepower or less or any motorboat engaged in any race which has been previously arranged or announced, or while engaged in such navigation as is incidental to the tuning up of the motorboat and engines for the race.",,False,False,True,True,True,True,False,False,True,False,False,True,1.0,"Chunk 1 contains the same section number (7-11) and the same text as the golden truth, confirming the prohibition against operating a motorboat without a fire extinguisher, except for the specified exemptions."
23,CA,Calaveras,Easy,What is the speed limit on Sheep Ranch Road?,True,1,0.8715596330275229,10.08.020 - Twenty-five miles per hour.,10.08.020. Twenty-five miles per hour.,10.08.020. Twenty-five miles per hour.,10.08.031. Forty miles per hour.,10.08.035. Fifty miles per hour.,10.08.030. Thirty-five miles per hour.,10.08.033. Forty-five miles per hour.,"There is established a prima facie speed limit of twenty-five miles per hour on: A.Sheep Ranch Road, No. 32, from Church Street, No. 841, and extending northerly from Murphys for one-half mile;B.Pope Street No. 752, between California Street No. 750 and a point 1,400 feet west of California Street No. 750;C.Russel Road No. 730, between points 560 feet southwest and 2,000 feet southwest of California State Highway No. 49;D.Sourgrass Road No. 8044, between points two miles east and 5.21 miles east of State Highway No. 4;E.Mountain Ranch Road, Road No. 14, between 168 feet east of the centerline of State Highway 49 and five hundred feet east of the centerline of Calaveritas Road, Road No. 42, for a total distance of three thousand four hundred forty feet;F.Sheep Ranch Road No. 32, in the community of Sheep Ranch, beginning at a point ninety-three feet northerly of the intersection of School Street and ending at a point seventy-two feet easterly of the intersection of Armstrong Road, for a total distance of one thousand six hundred sixty feet (0.31 miles);G.Main Street No. 871, in the community of Sheep Ranch, beginning at its intersection with Sheep Ranch Road and ending at a turnaround (end of road), for a total distance of one thousand two hundred fourteen feet (0.23 miles).H.Mokelumne Hill Campo Seco Turnpike No. 806, beginning at the intersection with State Highway 26 to the intersection with State Highway 49, for a total distance of eight thousand seven hundred seven feet (1.649 miles).","There is established a prima facie speed limit of twenty-five miles per hour on: A. Sheep Ranch Road, No. 32, from Church Street, No. 841, and extending northerly from Murphys for one-half mile; B. Pope Street No. 752, between California Street No. 750 and a point 1,400 feet west of California Street No. 750; C. Russel Road No. 730, between points 560 feet southwest and 2,000 feet southwest of California State Highway No. 49; D. Sourgrass Road No. 8044, between points two miles east and 5.21 miles east of State Highway No. 4; E. Mountain Ranch Road, Road No. 14, between 168 feet east of the centerline of State Highway 49 and five hundred feet east of the centerline of Calaveritas Road, Road No. 42, for a total distance of three thousand four hundred forty feet; F. Sheep Ranch Road No. 32, in the community of Sheep Ranch, beginning at a point ninety-three feet northerly of the intersection of School Street and ending at a point seventy-two feet easterly of the intersection of Armstrong Road, for a total distance of one thousand six hundred sixty feet ; G. Main Street No. 871, in the community of Sheep Ranch, beginning at its intersection with Sheep Ranch Road and ending at a turnaround , for a total distance of one thousand two hundred fourteen feet . H. Mokelumne Hill Campo Seco Turnpike No. 806, beginning at the intersection with State Highway 26 to the intersection with State Highway 49, for a total distance of eight thousand seven hundred seven feet . .",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"Chunk 1 contains the same section number (10.08.020) and the same text as the golden truth, confirming the speed limit of twenty-five miles per hour on Sheep Ranch Road."
24,CA,Del Norte,Medium,What are the reporting requirements for pawnbrokers and secondhand dealers operating within the county?,False,0,0.0,5.04.10 Report; Required,,20.67.50. Retail Regulations,2.33.30. Specific Duties,5.08.200. Franchise Application shall contain the following information:,20.67.40. Use Permit General Requirements,9.50.10. Authority,"Every junk dealer, secondhand dealer, pawnbroker, loan broker, and every proprietor, keeper or owner of any office or other place of business where money is loaned on personal property for a compensation, conducting, maintaining, or operating the business within the county, shall daily make out and deliver to the sheriff, everyday before twelve noon, on a blank form to be furnished by the sheriff for that purpose, a full, true and complete report of all the property and other valuable goods, wares or other things received on deposit or purchased during the preceding twenty-four consecutive hours, together with the time, meaning the hour of the day when received or deposited in pawn or purchase, a description of the person, or persons by whom left in pledge or deposited or from whom purchased, and also the true name, as nearly as the same is known to the pawnbroker, junk dealer, secondhand dealer, loan broker or other person hereinbefore designated, together with the number of persons, the number of the operator's license issued by the Department of Motor Vehicles of the state of California, whenever the person or persons have been issued such a license, and wherever possible, the motor vehicle license number of the car driven by the person or persons. This report shall be written in the English language in a clear and legible manner.",,False,False,,False,False,,True,False,,False,False,,,"The golden truth section (5.04.10 Report; Required) is not found in any of the top 5 retrieved chunks. Although Section 5.04.10 is mentioned in Chunk 1, the text does not match the golden truth section. The golden truth section imposes an obligation on pawnbrokers and secondhand dealers to daily report on their activities, which is not described in any of the retrieved chunks. Therefore, the golden truth section is not found in the top 5 retrieved chunks."
25,GA,Fulton,Easy,Can Fulton County expand or improve a noncommercial airport for commercial use without voter approval?,True,1,0.9583333333333334,"Sec. 6-31. - Authority to expand, improve or alter construction or operation for commercial use.","Sec. 6-31. Authority to expand, improve or alter construction or operation for commercial use.","Sec. 6-31. Authority to expand, improve or alter construction or operation for commercial use.",Sec. 10-34. Nondiscrimination policy at all facilities.,Sec. 50-41. Permits for loudspeakers re- quired.,4.3. Exceptions,Sec. 10-35. Conduct of business.,"The governing authority of Fulton County shall not be authorized to expand, improve, or otherwise alter the construction or operation of any airport or landing field maintained or operated by such county for noncommercial use as of January 1, 1993, so that such airport or landing field is maintained or operated for any commercial use, unless such change in use is approved by the qualified voters of the county voting in a referendum thereon.","The governing authority of Fulton County shall not be authorized to expand, improve, or other- wise alter the construction or operation of any airport or landing field maintained or operated by such county for noncommercial use as of January 1, 1993, so that such airport or landing field is maintained or operated for any commercial use, unless such change in use is approved by the qualified voters of the county voting in a referen- dum thereon. Secs. 6-32-6-65. Reserved. DMSION 2. AIRPORT AUTHORITY*",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The golden truth section (Sec. 6-31) is not found in any of the retrieved chunks. The first chunk mentions Sec. 6-31 but does not contain the exact text from the golden truth. The other chunks reference different sections (Sec. 10-34, Sec. 50-41, and Sec. 4.3) and do not contain the relevant text. Therefore, none of the chunks match the golden truth section in both section number and text content."
26,GA,Fulton,Easy,What is the minimum county population required for an airport authority to be created?,True,1,0.9722222222222222,Sec. 6-66. - Creation.,Sec. 6-66. Creation.,Sec. 6-66. Creation.,Sec. 6-67. Composition; terms.,Sec. 6-68. Powers.,"Sec. 6-31. Authority to expand, improve or alter construction or operation for commercial use.",Sec. 2-416. Bonds to be satisfied in full.,"There shall be and there is hereby created, in every county in this state having a population of 300,000 or more inhabitants according to the United States census of 1940, or any future United States census, an airport authority for such county.","There shall be and there is hereby created, in every county in this state having a population of 300,000 or more inhabitants according to the United States census of 1940, or any future United States census, an airpoirt authority for such county.",False,False,True,False,False,True,True,False,False,False,False,True,0.75,"Chunk 1 has the same section number (Sec. 6-66. Creation) and the same text as the golden truth section, confirming the minimum county population requirement for an airport authority to be created is 300,000 inhabitants according to the United States census of 1940 or any future such census."
27,GA,Fulton,Medium,How are successors to airport authority members chosen and when do they take office?,True,2,0.6415094339622641,Sec. 6-67. - Composition; terms.,Sec. 6-67. Composition; terms.,§ 2-450. term shall be made by the governing body of the political subdivision which made the appointment for the term in which the vacancy then exists,Sec. 6-67. Composition; terms.,Sec. 14-37. Vacancies; successors.,Sec. 14-36. Terms of members; resignation or removal.,58-181. Successors in office; appointment . . . . .,"Said airport authority shall be composed of not less than five and not more than nine members, to be appointed by the board of commissioners for such county, or other county authority having charge of the roads and revenues thereof (and any one or more members of said board of commissioners or other county authority may be appointed members of said airport authority) for a term of four years, and until their successors (to be appointed in like manner) shall have been elected and qualified.","Said airport authority shall be composed of not less than five and not more than nine members, to be appointed by the board of commissioners for such county, or other county authority having charge of the roads and revenues thereof for a term of *Cross reference-Boards, commissions and authorities,",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The golden truth section (Sec. 6-67. Composition; terms) is not found in any of the retrieved chunks. The section number is mentioned in Chunk 2, but the text does not match. The other chunks do not contain the same section number or text. None of the text in the retrieved chunks describes monetary penalties, prohibits actions, imposes mandatory requirements, or grants permission. Therefore, none of the flags apply."
28,GA,Fulton,Medium,What is the relationship between the airport authority and the board of commissioners in carrying out its powers?,True,1,0.9807692307692308,Sec. 6-68. - Powers.,Sec. 6-68. Powers.,Sec. 6-68. Powers.,"Sec. 6-70. Power to extend, repair or im- prove; funding.",Sec. 6-67. Composition; terms.,Sec. 138-75. Contracts with commissioners.,Sec. 10-125. Insurance requirements.,"Every such airport authority, when directed by the board of commissioners or other county authority having charge of the roads and revenues thereof, shall have power to purchase, plan, and erect an airport or airports at any place within the limits of the county outside of incorporate limits of cities in said counties, and upon erection, when directed by the board of commissioners or other county authority having charge of the roads and revenues thereof, shall have power to supervise and manage the operation of same as a revenue producing facility.","Every such airport authority, when directed by the board of commissioners or other county au- thority having charge of the roads and revenues thereof, shall have power to purchase, plan, and erect an airport or airports at any place within the limits of the county outside of incorporate limits of cities in said counties, and upon erection, when directed by the board of commissioners or other county authority having charge of the roads and revenues thereof, shall have power to super- vise and manage the operation of same as a revenue producing facility.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"No chunk contained the SAME SECTION NUMBER (Sec. 6-68) and SAME TEXT as the golden truth. The text in Sec. 6-68 is not present in any of the retrieved chunks. The retrieved chunks either reference the section number or discuss other sections (Sec. 6-67, 6-70, 138-75, 10-125)."
29,GA,Fulton,Medium,How do the referenced constitutional and statutory provisions work together to authorize the “revenue certificate plan”?,True,1,0.8909090909090909,Sec. 6-69. - Erection of airports on basis of revenue certificate plan.,Sec. 6-69. Erection of airports on basis of revenue certificate plan.,Sec. 6-69. Erection of airports on basis of revenue certificate plan.,Sec. 6-69. Erection of airports on basis of revenue certificate plan.,"Sec. 6-70. Power to extend, repair or im- prove; funding.",Sec. 102-252. Employee services fund.,Sec. 2-457. Rental rEivenue.,"Every such airport may be erected upon the revenue certificate plan and may be paid for by revenue certificates issued by the county under and by virtue of the authority contained in Ga. Const. (1945) art. VII, § VII, ¶ 5 of the Constitution, and the acts of the general assembly heretofore enacted and hereafter enacted providing for the issuance of revenue certificates for the purchase or construction, in whole or in part, of any revenue producing facility, and no such certificate shall be a general obligation of said county.","Every such airport may be erected upon the revenue certificate plan and may be paid for by revenue certificates issued by the county under and by virtue of the authority contained in Ga. Const. art. VII, § VII, 'll 5 of the Constitu- tion, and the acts of the general assembly hereto- fore enacted and hereafter enacted providing for the issuance of revenue certificates for the pur- chase or construction, in whole· or in part, of any revenue producing facility, and no such certificate shall be a general obligation of said county.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The golden truth section (Sec. 6-69) is mentioned in Chunk 1 and Chunk 2, but neither of these chunks contains the exact text from the golden truth section. Chunk 1 contains the text but also includes additional information about the authority contained in Ga. Const. (1945) art. VII, § VII, 'll 5 of the Constitution, and the acts of the general assembly heretofore enacted and hereafter enacted providing for the issuance of revenue certificates for the purchase or construction, in whole or in part, of any revenue producing facility, and no such certificate shall be a general obligation of said county. This additional information makes the text different from the golden truth section. Chunk 2 only contains the section number and the phrase 'Erection of airports on basis of revenue certificate plan.'"
30,GA,Fulton,Medium,What is the minimum county population required for a countywide public library system to be created under this law?,True,1,0.9722222222222222,Sec. 26-31. - Authority of general assembly to provide for creation and funding of countywide library system.,Sec. 26-31. Authority of general assembly to provide for creation and fund- ing of cou.ntywide library sys- tem.,Sec. 26-31. Authority of general assembly to provide for creation and fund- ing of cou.ntywide library sys- tem.,"Sec. 26-32. Application of article; municipal- ities to transfer property, build- ings and facilities to countywide public library system; additional revenues to be generated by tax- ation.",Sec. 26-31. Authority of general assembly to provide for creation and funding of countywide library system.,Sec. 26-35. Name of county-wide library system; library board of trustees; membership; appoint- ment; terms; removal; vacan- cies; per diem allowance;,"Sec. 26-32. Application of article; municipal- ities to transfer property, build- ings and facilities to countywide public library system; additional revenues to be generated by tax- ation.","Any other provisions of this Constitution to the contrary notwithstanding, the general assembly is authorized to provide by law for any or all matters necessary or convenient for the creation of a countywide public library service or system in any county of this state having a population of 550,000 or more according to the United States decennial census of 1980 or any future such census. Without limiting the generality of the foregoing, the general assembly may provide by such law for the transfer of public library systems and services of any such county and of any municipality located wholly or partially within any such county to the countywide library service or system created by such law and may provide for the transfer of any or all physical facilities, obligations, debts, assets, records, employees, other personnel, causes of actions, and rights of public libraries or public library systems of such county or any such municipality to such countywide public library service or system. The general assembly may further provide by any such law for the funding of the countywide public library system or service from the funds of any such county and for the managing or governing body of such countywide public library system or service. Any law adopted pursuant to the authority of this paragraph shall control the subject matter thereof, notwithstanding the provisions of any general or local law to the contrary, whether presently existing or hereafter enacted. The provisions of this paragraph shall be liberally construed to enable the general assembly to fully implement and carry out the provisions of this paragraph.","Any other provisions of this Constitution to the contrary notwithstanding, the general assembly is authorized. to provide by law for any or all matters necessary or convenient for the creation of a countywide public library service or system in any county of this state having a population of 550,000 or more according to the United States decennial census of 1980 or any future such census. Without limiting the generality of the foregoing, the general assembly may provide by such law for the transfer of public library systems and services of any such county and of any mu- nicipality located wholly or partially within any such county to the countywide library service or system created by such law and may provide for the transfer of any or all physical facilities, obli- gations, debts, assets, records, employees, other personnel, causes of actions, and rights of public libraries or public library systems of such county or any such municipality to such countywide public library service or system. The general assembly may further provide by any such law for the funding of the countywide public library sys- tem or service from the funds of any such county and for the managing or governing body of such countywide public library system or service. Any law adopted pursuant to the authority of this paragraph shall control the subject matter thereof, notwithstanding the provisions of any general or local law to the contrary, whether presently exist- ing or hereafter enacted. The provisions of this paragraph shall be liberally construed to enable the general assembly to fully implement and carry out the provisions of this paragraph. Editor's note-The above amendment to Ga. Const. art. IX, § rv, 'I II was continued in full force and effect by 1986 Ga. Laws , page 4832. See Ga. Const. art. XI, § I, 'Irv. § 26-32",False,,,False,False,True,False,False,True,False,False,True,1.0,"The text of the golden truth section (Sec. 26-31) is not found in any of the retrieved chunks. The retrieved chunks mention the section number but contain different text. The text of the golden truth section is about the authority of the general assembly to provide for the creation and funding of a countywide public library system, with a minimum population requirement of 550,000 according to the United States decennial census of 1980 or any future such census. The retrieved chunks do not contain this specific information."
31,GA,Fulton,Hard,"How could conflicting rules between local and state parking laws (ex: one assigning liability to the driver, the other to the vehicle’s owner) be resolved under preemption or supremacy principles?",True,1,1.0,Sec. 78-36. - Parking violations; responsibility.,Sec. 78-36. Parking violations; responsibil- ity.,Sec. 78-36. Parking violations; responsibil- ity.,"§ 78-68. State law reference-Power of local authorities gener- ally, O.C.G.A. § 40-6-371.","Sec. 78-75. Parking of commercial vehicles weighing 6,000 pounds or more.",Sec. 78-39. Cruising on public streets.,"Sec. 78-72. Weight limitations on streets, bridges and culverts.","Whenever any vehicle shall be parked in violation of any provisions of any ordinance or state law prohibiting or restricting parking, the person in whose name such vehicle is registered shall be responsible for such violation and subject to the penalty thereof. It shall be a defense to said violation that the person was not the registered owner, and/or that said vehicle was not parked in violation of state law, and/or that said violation was committed while said vehicle was stolen from the registered owner.","Whenever any vehicle shall be parked in viola- tion of any provisions of any ordinance or state law prohibiting or restricting parking, the person *State law references-Authority to regulate or prohibit stopping, standing or parking, O.C.G.A. § 40-6-371 ; stop- ping, standing and parking, O.C.G.A. § 40-6-200 et seq. CD78:3 JOBNAME: No Job Name PAGE: 42 SESS: 2 OUTPUT: Thu Jul 18 09:51:45 2002 /first/pubdocs/mcc/2/10816_takes § 78-36 in whose name such vehicle is registered shall be responsible for such violation and subject to the penalty thereof. It shall be a defense to said violation that the person was not the registered owner, and/or that said vehicle was not parked in violation of state law, and/or that said violation was committed while said vehicle was stolen from the registered owner. Cross reference-Parking of commercial vehicles weigh- ing 6,000 pounds or more, § 78-75. State law reference-Liability of vehicle owner for traffic or parking violations occurring while vehicle leased to an- other, O.C.G.A. § 40-6-207.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"No chunk contained the SAME SECTION NUMBER and SAME TEXT as the golden truth section (Sec. 78-36 - Parking violations; responsibility). The text in the retrieved chunks either referenced the section number or provided a different section number (e.g., Sec. 78-68, Sec. 78-75, etc.) and did not contain the exact text from the golden truth section."
32,GA,Fulton,Hard,How could data from the mandated traffic studies influence broader county decisions about congestion or urban design?,True,3,0.98,Sec. 78-37. - Parking meters; authority for installation.,Sec. 78-37. Parking meters; authority for in- stallation.,Sec. 78-2. Traffic engineering.,Sec. 78-101. Introduction.,Sec. 78-37. Parking meters; authority for in- stallation.,"4.1.1. All final plats, replats and minor plats",3.2. Definitions.,"The traffic engineer is hereby authorized to provide for the installation, operation, maintenance, and policing of parking meters to be installed on the streets of the county. The exact number of meters to be installed on the streets or spaces to be metered shall be determined on the basis of traffic engineering studies which shall be thorough and complete of the areas in which the meters may be installed and the installation shall be restricted to those areas in which a parking time limit is provided in this article or by any ordinance of the county.","The traffic engineer is hereby authorized to provide for the installation, operation, mainte- nance, and policing of parking meters to be in- stalled on the streets of the county. The exact number of meters to be installed on the streets or spaces to be metered shall be determined on the basis of traffic engineering studies which shall be thorough and complete of the areas in which the meters may be installed and the installation shall be restricted to those areas in which a parking time limit is provided in this article or by any ordinance of the county.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"No chunk matched the golden truth section (Sec. 78-37) and its corresponding text. The text in the golden truth section is about the authority for installation of parking meters based on traffic engineering studies. None of the retrieved chunks contain the same section number (Sec. 78-37) and the same text. The retrieved chunks either mention different sections (e.g., Sec. 78-2, Sec. 78-101) or have different content. Therefore, the flags for penalty/fine, prohibition, obligation, and permission are all false as the text does not describe any of these elements."
33,GA,Fulton,Hard,How might inflation or maintenance costs over time affect the long-term sustainability of a rate of $0.01 per three minutes?,False,0,0.0,Sec. 78-38. - Parking time limits; fees.,,Sec. 76-35. Maintenance of office in county required.,9.8. Underground utilities.,Sec. 58-239. Credit for property tax reve- nue.,4.26.9. Affordability and Resale of For-Sale,Sec. 50-49. Maintenance charges.,"(a)The period of time of parking in areas designated as parking meter zones shall be registered by mechanical parking meters, and the charges which are reasonable and necessary to defray the expenses incident thereto, for such parking shall be as set out in subsection (b) of this section.(b)Such meters shall provide for maximum time limits as indicated on each meter of either 15 minutes, 18 minutes, 30 minutes, one hour or two hours. The fee in each instance shall be at the rate of $0.01 for each three minutes of time allowed; provided, however, that in those areas wherein ten-hour meters are installed, the parking time limits shall be ten hours, and the meter charges therefor shall be $0.05 per hour.",,False,,,False,,,False,,,False,,,,"The golden truth section (Sec. 78-38) is not present in any of the retrieved chunks. The retrieved chunks mention sections 76-35, 9.8, 58-239, 4.26.9, and 50-49, which are different from the golden truth section. The retrieved chunks do not contain any prohibitive, punitive, obligatory, or permissive language related to the golden truth section."
34,GA,Fulton,Easy,What is the maximum permitted weight for a vehicle making a pickup or delivery on a truck route?,False,0,0.0,Sec. 78-70. - Weight of vehicle and loads.,,Sec. 78-66. Restrictive vehicles in excess of weight and length limitations re- quired to use truck routes; excep- tions.,Sec. 78-73. Certain trucks prohibited oncer- tain streets; posted signs.,Sec. 78-66. Restrictive vehicles in excess of weight and length limitations required to use truck routes; exceptions.,"Sec. 78-75. Parking of commercial vehicles weighing 6,000 pounds or more.",Sec. 78-69. Evidence required for restricted vehicle to be off truck route.,"No vehicle shall be operated on any public road within unincorporated Fulton County designated as a truck route, with a total gross weight in excess of 56,000 pounds unless the vehicle is making a pickup or delivery on such road. The maximum gross weight shall then not exceed 73,280 pounds. State Law reference- Weigh of vehicles and loads on county roadways, O.C.G.A. § 32-6-26(f).",,False,False,,True,False,,True,False,,True,False,,,"The golden truth section (Sec. 78-70) is not present in any of the retrieved chunks. The text in the golden truth section is not found in any of the top 5 chunks. The retrieved chunks only mention the section number (Sec. 78-70) but do not contain the exact text from the golden truth section. The golden truth section text is: 'No vehicle shall be operated on any public road within unincorporated Fulton County designated as a truck route, with a total gross weight in excess of 56,000 pounds unless the vehicle is making a pickup or delivery on such road. The maximum gross weight shall then not exceed 73,280 pounds.' This text is not present in any of the retrieved chunks."
35,GA,Fulton,Easy,What are the restricted hours for parking on residential street rights-of-way?,True,1,0.9365079365079364,"Sec. 78-76. - Overnight parking of vehicles weighing 6,000 pounds or more.","Sec. 78-76. Overnight parking of vehicles weighing 6,000 pounds or more.","Sec. 78-76. Overnight parking of vehicles weighing 6,000 pounds or more.",Sec. 62-94. Time limitations for construc- tion or excavation in residential areas or major connectors or ar- terials.,"19.4.27. Landscaping business, plant nursery, or garden center with indoor retail component",19.4.16. Open,"Sec. 78-75. Parking of commercial vehicles weighing 6,000 pounds or more.","It shall be unlawful for any person to park between the hours of 10:00 p.m. and 6:00 a.m., on the right-of-way of any residential street, any nonmotorized vehicle or conveyance or any motorized vehicle designated by the department of public safety for a license tag in any weight category higher than the 6,000 pounds commercial classification. Any vehicle or conveyance parked in a manner that violates this provision shall be considered an abandoned vehicle and a nuisance posing a threat to the public health or safety and shall be subject to removal as otherwise authorized in this article.","It shall be unlawful for any person to park between the hours of 10:00 p.m. and 6:00 a.m., on the right-of-way of any residential street, any nonmotorized vehicle or conveyance or any motor- ized vehicle designated by the department of public safety for a license tag in any weight category higher than the 6,000 pounds commer- cial classification.Any vehicle or conveyance parked in a manner that violates this provision shall be considered an abandoned vehicle and a nuisance posing a threat to the public health or safety and shall be subject to removal as otherwise autho- rized in this article.",True,False,False,True,False,False,True,False,False,False,False,True,0.25,"Chunk 1 has the same section number (Sec. 78-76) and the same text as the golden truth section (Overnight parking of vehicles weighing 6,000 pounds or more; It shall be unlawful for any person to park between the hours of 10:00 p.m. and 6:00 a.m., on the right-of-way of any residential street, any nonmotorized vehicle or conveyance or any motorized vehicle designated by the department of public safety for a license tag in any weight category higher than the 6,000 pounds commercial classification). Therefore, it matches the golden truth section."
36,GA,Fulton,Medium,How does including hair texture and protective hairstyles in housing protections promote cultural inclusivity?,True,1,1.0,Sec. 38-43. - Unlawful housing practices.,Sec. 38-43. Unlawful housing practices.,Sec. 38-43. Unlawful housing practices.,Sec. 38-44. Unlawful public accommoda- tion practices.,Sec. 38-42. Unlawful employment practices.,Sec. 38-41. Definitions.,Sec. 38-40. Declaration of policy.,"It shall be unlawful for any owner, real estate broker, or any other person to refuse to sell, lease, sublease, rent, negotiate, assign, or otherwise transfer the title or other interest in any dwelling to any person on the basis of hair texture and protective and cultural hairstyles.","It shall be unlawful for any owner, real estate broker, or any other person to refuse to sell, lease, sublease, rent, negotiate, assign, or otherwise transfer the title or other interest in any dwelling to any person on the basis of hair texture and protective and cultural hairstyles.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"None of the retrieved chunks (Chunk 1-5) contain the SAME SECTION NUMBER and SAME TEXT as the golden truth section (Sec. 38-43). Chunk 1 mentions Sec. 38-43 but does not contain the exact text from the golden truth. The other chunks reference different sections (38-44, 38-42, 38-41, 38-40) and do not match the golden truth's Sec. 38-43. Therefore, found_in_top5 is set to false, rank to 0, and matching_chunk_index to null. The retrieved_metadata flags are all false as the text does not describe penalties, prohibit actions, impose obligations, or grant permissions."
37,GA,Fulton,Hard,How does recognizing hate crimes as distinct offenses reflect broader constitutional commitments to equality and civil rights?,True,1,0.9696969696969696,Sec. 46-203. - Hate crime.,Sec. 46-203. Hate crime.,Sec. 46-203. Hate crime.,Sec. 46-204. Penalties for disorderly conduct offenses that qualify as hate crimes.,26-168. Offenses involving public peace and order,Sec. 46-205. Fines used to support educational programs.,§ 154-463. will use every necessary resource rapidly and decisively to identify the perpetrators and take immediate steps to prevent further acts,"Definition. A hate crime is a traditional offense like disorderly conduct or vandalism with an added element of bias or prejudice, causing it to inflict greater individual or societal harm. A person commits a hate crime when he or she selects the victim or victims of his or her crime by reason of the actual or perceived race, color, creed, religion, ancestry, gender, sexual orientation, physical or mental disability, age, or national origin of another individual or group of individuals, regardless of the existence of any other motivating factor or factors.","Definition. A hate crime is a traditional offense like disorderly conduct or vandalism with an added element of bias or prejudice, causing it to inflict greater individual or societal harm. A person commits a hate crime when he or she selects the victim or victims of his or her crime by reason of the actual or perceived race, color, creed, religion, ancestry, gender, sexual orienta- tion, physical or mental disability, age, or national origin of another individual or group of individu- als, regardless of the existence of any other motivating factor or factors.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"No chunk contained the exact same section number and text as the golden truth section (Sec. 46-203. - Hate crime). The text in the retrieved chunks only mentions the section number but does not contain the exact same content. Therefore, none of the chunks matched the golden truth section."
38,GA,Fulton,Medium,How does directing fines toward education programs support the goals of hate crime legislation?,True,1,1.0,Sec. 46-205. - Fines used to support educational programs.,Sec. 46-205. Fines used to support educational programs.,Sec. 46-205. Fines used to support educational programs.,Sec. 46-205. Fines used to support educational programs.,Sec. 46-204. Penalties for disorderly conduct offenses that qualify as hate crimes.,Sec. 46-203. Hate crime.,Sec. 46-202. Bail schedule.,All fines paid and collected pursuant to this section shall be disbursed to hate crime or diversity education programs as determined by the judge adjudicating each case.,All fines paid and collected pursuant to this section shall be disbursed to hate crime or diversity education programs as determined by the judge adjudicating each case.,True,True,True,False,False,True,False,False,True,False,False,True,1.0,"Chunk 1 contains the same section number (Sec. 46-205) and the same text as the golden truth section, confirming that fines are used to support educational programs."
39,GA,Fulton,Hard,How might changes in population over time affect the legal and political dynamics of county-city collaboration?,True,3,0.9743589743589745,"Sec. 30-1. - Operation of recreational programs in cities with less than 5,000 population—Generally.","Sec. 30-1. Operation of recreational pro- grams in cities with less than 5,000 population-Generally.","Sec. 34-147. Application of division to officers of counties of 600,000 population and largest city therein; transfer of credits; cer- tification of service.",Sec. 34-146. Cityemployeesbecomingcounty employees and vice versa; trans- fer of credit; certification; trans- fer of funds; eligibility.,"Sec. 30-1. Operation of recreational pro- grams in cities with less than 5,000 population-Generally.",Sec. 158-76. Generally.,"Sec. 22-1. Contracts between political age or older or who is physically handicapped subdivisions and hospital authori- and is financially unable to pay for such services, ties; levying of taxes.","Notwithstanding any other provision of this [state] constitution, Fulton County may, with the consent of the city involved, operate recreational programs in any city lying wholly or partially within such county and having a population of 5,000 or less, according to the present or future United States census.","Notwithstanding any other provision of this [state) constitution, Fulton County may, with the consent of the city involved, operate recreational programs in any city lying wholly or partially within such county and having a population of 5,000 or less, according to the present or future United States census. Editor's note-The above amendment to Ga Const. art. XI, § I, f I was continued in full force and effect by 1986 Ga. Laws , page 4446. See Ga. Const. art. XI, § I, 'II IY.",False,,,False,,,False,,,False,,,,"The golden truth section (Sec. 30-1) was not found in any of the retrieved chunks. The text in Sec. 30-1 discusses the operation of recreational programs in cities with less than 5,000 population, which is not related to the query about changes in population affecting legal and political dynamics of county-city collaboration. The retrieved chunks deal with pension transfer rules, city-county pension fund regulations, and comprehensive strategic planning for county services and facilities, none of which address the query directly."
