query_id,state,county,difficulty,question,found_in_top5,rank,chunk_coverage,golden_section,retrieved_section,retrieved_section_1,retrieved_section_2,retrieved_section_3,retrieved_section_4,retrieved_section_5,golden_chunk,retrieved_chunk,golden_penalty_fine,retrieved_penalty_fine,penalty_fine_correct,golden_prohibition,retrieved_prohibition,prohibition_correct,golden_obligation,retrieved_obligation,obligation_correct,golden_permission,retrieved_permission,permission_correct,metadata_accuracy,llm_reasoning
24,CA,Del Norte,Medium,What are the reporting requirements for pawnbrokers and secondhand dealers operating within the county?,False,0,0.0,5.04.10 Report; Required,,5.04.20. Report; Forms,9.18.50. Alarm Agent Registration Required,9.18.40. Alarm Business Registration,3.01.6. Place Of Sale adopted by the California Department of Tax and Fee Administration,3.01.11. Exemptions And Exclusions,"Every junk dealer, secondhand dealer, pawnbroker, loan broker, and every proprietor, keeper or owner of any office or other place of business where money is loaned on personal property for a compensation, conducting, maintaining, or operating the business within the county, shall daily make out and deliver to the sheriff, everyday before twelve noon, on a blank form to be furnished by the sheriff for that purpose, a full, true and complete report of all the property and other valuable goods, wares or other things received on deposit or purchased during the preceding twenty-four consecutive hours, together with the time, meaning the hour of the day when received or deposited in pawn or purchase, a description of the person, or persons by whom left in pledge or deposited or from whom purchased, and also the true name, as nearly as the same is known to the pawnbroker, junk dealer, secondhand dealer, loan broker or other person hereinbefore designated, together with the number of persons, the number of the operator's license issued by the Department of Motor Vehicles of the state of California, whenever the person or persons have been issued such a license, and wherever possible, the motor vehicle license number of the car driven by the person or persons. This report shall be written in the English language in a clear and legible manner.",,False,,,False,,,False,,,False,,,,"The text from the golden truth section (5.04.10 Report; Required) was not found in any of the top 5 retrieved chunks. The section number (5.04.10) was mentioned in Chunk 1, but the content of the text was not present. The text describes mandatory reporting requirements for pawnbrokers and secondhand dealers, which falls under the Obligation flag. However, since the text was not found in the retrieved chunks, the flags for the retrieved metadata are set to false."
25,GA,Fulton,Easy,Can Fulton County expand or improve a noncommercial airport for commercial use without voter approval?,True,1,0.9583333333333334,"Sec. 6-31. - Authority to expand, improve or alter construction or operation for commercial use.","Sec. 6-31. Authority to expand, improve or alter construction or operation for commercial use.","Sec. 6-31. Authority to expand, improve or alter construction or operation for commercial use.",28.10. Expiration and extensions of zonings and/or use permits.,"Sec. 6-31. Authority to expand, improve or alter construction or operation for commercial use.","Sec. 10-89. Minimum standards for hangars, lot size, and terms of lease.",Sec. 1-125. Issuance of general obligation bonds; restrictions and limita- tions.,"The governing authority of Fulton County shall not be authorized to expand, improve, or otherwise alter the construction or operation of any airport or landing field maintained or operated by such county for noncommercial use as of January 1, 1993, so that such airport or landing field is maintained or operated for any commercial use, unless such change in use is approved by the qualified voters of the county voting in a referendum thereon.","The governing authority of Fulton County shall not be authorized to expand, improve, or other- wise alter the construction or operation of any airport or landing field maintained or operated by such county for noncommercial use as of January 1, 1993, so that such airport or landing field is maintained or operated for any commercial use, unless such change in use is approved by the qualified voters of the county voting in a referen- dum thereon. Secs. 6-32-6-65. Reserved. DMSION 2. AIRPORT AUTHORITY*",False,,,False,,,False,,,False,,,,"Chunk 1 contains the same section number (Sec. 6-31) and the same text as the golden truth, confirming the authority of the governing authority of Fulton County to expand, improve, or alter construction or operation for commercial use, but only with voter approval. The Obligation Flag is set to true because the text imposes a mandatory requirement (voter approval) for such changes. The other flags are set to false as the text does not prohibit, describe monetary penalties, or grant permission for such changes without voter approval."
26,GA,Fulton,Easy,What is the minimum county population required for an airport authority to be created?,True,1,0.9722222222222222,Sec. 6-66. - Creation.,Sec. 6-66. Creation.,Sec. 6-66. Creation.,Sec. 6-67. Composition; terms.,Sec. 6-68. Powers.,Sec. 6-69. Erection of airports on basis of revenue certificate plan.,"Sec. 6-70. Power to extend, repair or im- prove; funding.","There shall be and there is hereby created, in every county in this state having a population of 300,000 or more inhabitants according to the United States census of 1940, or any future United States census, an airport authority for such county.","There shall be and there is hereby created, in every county in this state having a population of 300,000 or more inhabitants according to the United States census of 1940, or any future United States census, an airpoirt authority for such county.",False,False,True,False,False,True,True,False,False,False,False,True,0.75,"The text in Section 6-66. - Creation in the golden truth does not appear in any of the retrieved chunks. The section number is mentioned in Chunk 1, but the text does not match. The text in Chunk 1 refers to the creation of an airport authority, but it does not specify the minimum population required for its creation. The obligation to create an airport authority in counties with a population of 300,000 or more is mentioned in the retrieved metadata, but it is not present in the golden truth section."
27,GA,Fulton,Medium,How are successors to airport authority members chosen and when do they take office?,True,5,0.6415094339622641,Sec. 6-67. - Composition; terms.,Sec. 6-67. Composition; terms.,Sec. 2-449. Membership; composition; ap- pointments; terms; officers; quo- rum; compensation; rules; book- keeping.,Sec. 58-34. Successors in office; appoint- ment.,§ 2-450. term shall be made by the governing body of the political subdivision which made the appointment for the term in which the vacancy then exists,Sec. 106-38. Terms of members.,Sec. 6-67. Composition; terms.,"Said airport authority shall be composed of not less than five and not more than nine members, to be appointed by the board of commissioners for such county, or other county authority having charge of the roads and revenues thereof (and any one or more members of said board of commissioners or other county authority may be appointed members of said airport authority) for a term of four years, and until their successors (to be appointed in like manner) shall have been elected and qualified.","Said airport authority shall be composed of not less than five and not more than nine members, to be appointed by the board of commissioners for such county, or other county authority having charge of the roads and revenues thereof for a term of *Cross reference-Boards, commissions and authorities,",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The golden truth section (Sec. 6-67) was not found in any of the retrieved chunks. The section number (Sec. 6-67) was mentioned in the last chunk, but the text did not match. The other chunks referred to different sections (Sec. 2-449, Sec. 58-34, and Sec. 106-38). None of the chunks contained the exact text from the golden truth section, which describes the composition and terms of the airport authority members and their successors."
28,GA,Fulton,Medium,What is the relationship between the airport authority and the board of commissioners in carrying out its powers?,True,1,0.9807692307692308,Sec. 6-68. - Powers.,Sec. 6-68. Powers.,Sec. 6-68. Powers.,Sec. 6-67. Composition; terms.,"Sec. 6-70. Power to extend, repair or im- prove; funding.",Sec. 2-387. Creation; composition; election of officers; quorum; compensa- tion; rules; change of name.,Sec. 138-75. Contracts with commissioners.,"Every such airport authority, when directed by the board of commissioners or other county authority having charge of the roads and revenues thereof, shall have power to purchase, plan, and erect an airport or airports at any place within the limits of the county outside of incorporate limits of cities in said counties, and upon erection, when directed by the board of commissioners or other county authority having charge of the roads and revenues thereof, shall have power to supervise and manage the operation of same as a revenue producing facility.","Every such airport authority, when directed by the board of commissioners or other county au- thority having charge of the roads and revenues thereof, shall have power to purchase, plan, and erect an airport or airports at any place within the limits of the county outside of incorporate limits of cities in said counties, and upon erection, when directed by the board of commissioners or other county authority having charge of the roads and revenues thereof, shall have power to super- vise and manage the operation of same as a revenue producing facility.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The golden truth section (Sec. 6-68. Powers) is not found in any of the top 5 retrieved chunks. While the section number (Sec. 6-68) is mentioned in Chunk 1, the text does not match the golden truth section. The other chunks either mention different sections or do not contain the relevant text. None of the chunks contain monetary penalties, fines, or other punitive consequences, prohibitions, obligations, or permissions related to the relationship between the airport authority and the board of commissioners as described in the golden truth section."
29,GA,Fulton,Medium,How do the referenced constitutional and statutory provisions work together to authorize the “revenue certificate plan”?,True,1,0.8909090909090909,Sec. 6-69. - Erection of airports on basis of revenue certificate plan.,Sec. 6-69. Erection of airports on basis of revenue certificate plan.,Sec. 6-69. Erection of airports on basis of revenue certificate plan.,Sec. 30-85. Powers of article declared sup- plemental and additional.,"Sec. 6-70. Power to extend, repair or im- prove; funding.",Sec. 30-116. Generally.,Sec. 62-160. Minimum charge.,"Every such airport may be erected upon the revenue certificate plan and may be paid for by revenue certificates issued by the county under and by virtue of the authority contained in Ga. Const. (1945) art. VII, § VII, ¶ 5 of the Constitution, and the acts of the general assembly heretofore enacted and hereafter enacted providing for the issuance of revenue certificates for the purchase or construction, in whole or in part, of any revenue producing facility, and no such certificate shall be a general obligation of said county.","Every such airport may be erected upon the revenue certificate plan and may be paid for by revenue certificates issued by the county under and by virtue of the authority contained in Ga. Const. art. VII, § VII, 'll 5 of the Constitu- tion, and the acts of the general assembly hereto- fore enacted and hereafter enacted providing for the issuance of revenue certificates for the pur- chase or construction, in whole· or in part, of any revenue producing facility, and no such certificate shall be a general obligation of said county.",False,False,True,False,False,True,False,False,True,True,False,False,0.75,"The golden truth section (Sec. 6-69) is mentioned in Chunk 1, but the text does not match exactly. The text in Chunk 1 includes additional information about the general assembly's role and the county's authority. The 'permission' flag is set to true because the text grants the county the authority to issue revenue certificates, but the other flags are set to false as there is no mention of penalties, prohibitions, or obligations in the golden truth section."
30,GA,Fulton,Medium,What is the minimum county population required for a countywide public library system to be created under this law?,True,1,0.9722222222222222,Sec. 26-31. - Authority of general assembly to provide for creation and funding of countywide library system.,Sec. 26-31. Authority of general assembly to provide for creation and fund- ing of cou.ntywide library sys- tem.,Sec. 26-31. Authority of general assembly to provide for creation and fund- ing of cou.ntywide library sys- tem.,Sec. 26-31. Authority of general assembly to provide for creation and funding of countywide library system.,"Sec. 26-32. Application of article; municipal- ities to transfer property, build- ings and facilities to countywide public library system; additional revenues to be generated by tax- ation.","Sec. 26-32. Application of article; municipalities to transfer property, build- ings and facilities to countywide public library system; additional revenues to be generated by taxation.","Sec. 26-32. Application of article; municipal- ities to transfer property, build- ings and facilities to countywide public library system; additional revenues to be generated by tax- ation.","Any other provisions of this Constitution to the contrary notwithstanding, the general assembly is authorized to provide by law for any or all matters necessary or convenient for the creation of a countywide public library service or system in any county of this state having a population of 550,000 or more according to the United States decennial census of 1980 or any future such census. Without limiting the generality of the foregoing, the general assembly may provide by such law for the transfer of public library systems and services of any such county and of any municipality located wholly or partially within any such county to the countywide library service or system created by such law and may provide for the transfer of any or all physical facilities, obligations, debts, assets, records, employees, other personnel, causes of actions, and rights of public libraries or public library systems of such county or any such municipality to such countywide public library service or system. The general assembly may further provide by any such law for the funding of the countywide public library system or service from the funds of any such county and for the managing or governing body of such countywide public library system or service. Any law adopted pursuant to the authority of this paragraph shall control the subject matter thereof, notwithstanding the provisions of any general or local law to the contrary, whether presently existing or hereafter enacted. The provisions of this paragraph shall be liberally construed to enable the general assembly to fully implement and carry out the provisions of this paragraph.","Any other provisions of this Constitution to the contrary notwithstanding, the general assembly is authorized. to provide by law for any or all matters necessary or convenient for the creation of a countywide public library service or system in any county of this state having a population of 550,000 or more according to the United States decennial census of 1980 or any future such census. Without limiting the generality of the foregoing, the general assembly may provide by such law for the transfer of public library systems and services of any such county and of any mu- nicipality located wholly or partially within any such county to the countywide library service or system created by such law and may provide for the transfer of any or all physical facilities, obli- gations, debts, assets, records, employees, other personnel, causes of actions, and rights of public libraries or public library systems of such county or any such municipality to such countywide public library service or system. The general assembly may further provide by any such law for the funding of the countywide public library sys- tem or service from the funds of any such county and for the managing or governing body of such countywide public library system or service. Any law adopted pursuant to the authority of this paragraph shall control the subject matter thereof, notwithstanding the provisions of any general or local law to the contrary, whether presently exist- ing or hereafter enacted. The provisions of this paragraph shall be liberally construed to enable the general assembly to fully implement and carry out the provisions of this paragraph. Editor's note-The above amendment to Ga. Const. art. IX, § rv, 'I II was continued in full force and effect by 1986 Ga. Laws , page 4832. See Ga. Const. art. XI, § I, 'Irv. § 26-32",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"The text of the golden truth section (Sec. 26-31) is not found in any of the retrieved chunks. The chunks mention the section number but contain different text. The retrieved chunks refer to the section number but do not contain the exact text from the golden truth section. The retrieved chunks are from other sections (Sec. 26-32) and do not contain the text from the golden truth section. The retrieved chunks do not contain any prohibitions, obligations, or permissions related to the golden truth section."
31,GA,Fulton,Hard,"How could conflicting rules between local and state parking laws (ex: one assigning liability to the driver, the other to the vehicle’s owner) be resolved under preemption or supremacy principles?",True,1,1.0,Sec. 78-36. - Parking violations; responsibility.,Sec. 78-36. Parking violations; responsibil- ity.,Sec. 78-36. Parking violations; responsibil- ity.,26.2. Conflict,Sec. 26-117. Conflict with other laws.,Sec. 78-150. General definitions.,4.4.5. Vacancy Maintenance Requirements.,"Whenever any vehicle shall be parked in violation of any provisions of any ordinance or state law prohibiting or restricting parking, the person in whose name such vehicle is registered shall be responsible for such violation and subject to the penalty thereof. It shall be a defense to said violation that the person was not the registered owner, and/or that said vehicle was not parked in violation of state law, and/or that said violation was committed while said vehicle was stolen from the registered owner.","Whenever any vehicle shall be parked in viola- tion of any provisions of any ordinance or state law prohibiting or restricting parking, the person *State law references-Authority to regulate or prohibit stopping, standing or parking, O.C.G.A. § 40-6-371 ; stop- ping, standing and parking, O.C.G.A. § 40-6-200 et seq. CD78:3 JOBNAME: No Job Name PAGE: 42 SESS: 2 OUTPUT: Thu Jul 18 09:51:45 2002 /first/pubdocs/mcc/2/10816_takes § 78-36 in whose name such vehicle is registered shall be responsible for such violation and subject to the penalty thereof. It shall be a defense to said violation that the person was not the registered owner, and/or that said vehicle was not parked in violation of state law, and/or that said violation was committed while said vehicle was stolen from the registered owner. Cross reference-Parking of commercial vehicles weigh- ing 6,000 pounds or more, § 78-75. State law reference-Liability of vehicle owner for traffic or parking violations occurring while vehicle leased to an- other, O.C.G.A. § 40-6-207.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"No chunk in the top 5 contains the SAME SECTION NUMBER AND SAME TEXT as the golden truth section (Sec. 78-36 - Parking violations; responsibility). The golden truth section is not mentioned in any of the retrieved chunks. The retrieved chunks mention the section number (Sec. 78-36) but contain different text, referencing state law and other sections. Therefore, none of the chunks match the golden truth section."
32,GA,Fulton,Hard,How could data from the mandated traffic studies influence broader county decisions about congestion or urban design?,True,4,0.98,Sec. 78-37. - Parking meters; authority for installation.,Sec. 78-37. Parking meters; authority for in- stallation.,Sec. 78-2. Traffic engineering.,Sec. 78-101. Introduction.,"4.1.1. All final plats, replats and minor plats",Sec. 78-37. Parking meters; authority for in- stallation.,8.2.6. Street right-of-way widths for major,"The traffic engineer is hereby authorized to provide for the installation, operation, maintenance, and policing of parking meters to be installed on the streets of the county. The exact number of meters to be installed on the streets or spaces to be metered shall be determined on the basis of traffic engineering studies which shall be thorough and complete of the areas in which the meters may be installed and the installation shall be restricted to those areas in which a parking time limit is provided in this article or by any ordinance of the county.","The traffic engineer is hereby authorized to provide for the installation, operation, mainte- nance, and policing of parking meters to be in- stalled on the streets of the county. The exact number of meters to be installed on the streets or spaces to be metered shall be determined on the basis of traffic engineering studies which shall be thorough and complete of the areas in which the meters may be installed and the installation shall be restricted to those areas in which a parking time limit is provided in this article or by any ordinance of the county.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"No chunk matched the golden truth section (Sec. 78-37) and its corresponding text. The text in Sec. 78-37 of the golden truth is about the authority for installation, operation, maintenance, and policing of parking meters. None of the retrieved chunks contain this exact text or section number with the same content."
33,GA,Fulton,Hard,How might inflation or maintenance costs over time affect the long-term sustainability of a rate of $0.01 per three minutes?,False,0,0.0,Sec. 78-38. - Parking time limits; fees.,,Sec. 102-449.14. Periodic review.,Sec. 76-51. Term and rates.,Sec. 62-123. Service or maintenance charge.,Sec. 62-157. Rate of assessment not to change.,Sec. 10-353. Part-time magistrates.,"(a)The period of time of parking in areas designated as parking meter zones shall be registered by mechanical parking meters, and the charges which are reasonable and necessary to defray the expenses incident thereto, for such parking shall be as set out in subsection (b) of this section.(b)Such meters shall provide for maximum time limits as indicated on each meter of either 15 minutes, 18 minutes, 30 minutes, one hour or two hours. The fee in each instance shall be at the rate of $0.01 for each three minutes of time allowed; provided, however, that in those areas wherein ten-hour meters are installed, the parking time limits shall be ten hours, and the meter charges therefor shall be $0.05 per hour.",,False,False,,False,False,,False,False,,False,False,,,"The golden truth section (Sec. 78-38) is not present in any of the retrieved chunks. The retrieved chunks mention sections (Sec. 102-449.14, Sec. 76-51, Sec. 62-123, Sec. 62-157, Sec. 10-353) that are unrelated to the topic of inflation or maintenance costs affecting the long-term sustainability of a rate of $0.01 per three minutes. The retrieved chunks discuss topics such as periodic review, term and rates, service or maintenance charge, rate of assessment not to change, and part-time magistrates, which are not relevant to the question."
34,GA,Fulton,Easy,What is the maximum permitted weight for a vehicle making a pickup or delivery on a truck route?,False,0,0.0,Sec. 78-70. - Weight of vehicle and loads.,,Sec. 78-66. Restrictive vehicles in excess of weight and length limitations re- quired to use truck routes; excep- tions.,Sec. 78-66. Restrictive vehicles in excess of weight and length limitations required to use truck routes; exceptions.,Sec. 78-73. Certain trucks prohibited oncer- tain streets; posted signs.,Sec. 78-69. Evidence required for restricted vehicle to be off truck route.,"Sec. 78-72. Weight limitations on streets, bridges and culverts.","No vehicle shall be operated on any public road within unincorporated Fulton County designated as a truck route, with a total gross weight in excess of 56,000 pounds unless the vehicle is making a pickup or delivery on such road. The maximum gross weight shall then not exceed 73,280 pounds. State Law reference- Weigh of vehicles and loads on county roadways, O.C.G.A. § 32-6-26(f).",,False,False,,True,False,,True,False,,True,False,,,"The golden truth section (Sec. 78-70) is not found in any of the top 5 retrieved chunks. The section number matches (Sec. 78-70), but the text does not. The retrieved chunks contain text from other sections (e.g., Sec. 78-66, 78-69, 78-72, 78-73) which discuss related but different topics. The prohibition, obligation, and permission flags are set to 'true' based on the golden truth's text, but since the text is not found in the retrieved chunks, the retrieved_metadata flags are 'false'."
35,GA,Fulton,Easy,What are the restricted hours for parking on residential street rights-of-way?,True,1,0.9365079365079364,"Sec. 78-76. - Overnight parking of vehicles weighing 6,000 pounds or more.","Sec. 78-76. Overnight parking of vehicles weighing 6,000 pounds or more.","Sec. 78-76. Overnight parking of vehicles weighing 6,000 pounds or more.",Sec. 62-94. Time limitations for construc- tion or excavation in residential areas or major connectors or ar- terials.,18.4. Off-street parking design requirements,19.4.16. Open,"19.4.27. Landscaping business, plant nursery, or garden center with indoor retail component","It shall be unlawful for any person to park between the hours of 10:00 p.m. and 6:00 a.m., on the right-of-way of any residential street, any nonmotorized vehicle or conveyance or any motorized vehicle designated by the department of public safety for a license tag in any weight category higher than the 6,000 pounds commercial classification. Any vehicle or conveyance parked in a manner that violates this provision shall be considered an abandoned vehicle and a nuisance posing a threat to the public health or safety and shall be subject to removal as otherwise authorized in this article.","It shall be unlawful for any person to park between the hours of 10:00 p.m. and 6:00 a.m., on the right-of-way of any residential street, any nonmotorized vehicle or conveyance or any motor- ized vehicle designated by the department of public safety for a license tag in any weight category higher than the 6,000 pounds commer- cial classification.Any vehicle or conveyance parked in a manner that violates this provision shall be considered an abandoned vehicle and a nuisance posing a threat to the public health or safety and shall be subject to removal as otherwise autho- rized in this article.",False,False,True,True,False,False,True,False,False,False,False,True,0.5,"The retrieved chunks do not contain the exact text from the golden truth section (Sec. 78-76). Chunk 1 mentions the section number but does not include the complete text. The other chunks (Chunk 2, 3, 4, 5) refer to different sections and do not match the golden truth section. The golden truth section's text is not found in the retrieved chunks. The 'prohibition' flag is set to true because the golden truth section's text prohibits certain actions, but this is not reflected in the retrieved metadata. The 'obligation' flag is set to true because the golden truth section's text imposes mandatory requirements, but this is not reflected in the retrieved metadata."
36,GA,Fulton,Medium,How does including hair texture and protective hairstyles in housing protections promote cultural inclusivity?,True,4,1.0,Sec. 38-43. - Unlawful housing practices.,Sec. 38-43. Unlawful housing practices.,Sec. 38-41. Definitions.,Sec. 38-42. Unlawful employment practices.,Sec. 38-44. Unlawful public accommoda- tion practices.,Sec. 38-43. Unlawful housing practices.,Sec. 38-40. Declaration of policy.,"It shall be unlawful for any owner, real estate broker, or any other person to refuse to sell, lease, sublease, rent, negotiate, assign, or otherwise transfer the title or other interest in any dwelling to any person on the basis of hair texture and protective and cultural hairstyles.","It shall be unlawful for any owner, real estate broker, or any other person to refuse to sell, lease, sublease, rent, negotiate, assign, or otherwise transfer the title or other interest in any dwelling to any person on the basis of hair texture and protective and cultural hairstyles.",False,False,True,True,False,False,True,False,False,False,False,True,0.5,"The text in Section 38-43 (Unlawful housing practices) is not found in any of the retrieved chunks. The relevant text in the retrieved chunks (Chunk 4) only mentions Section 38-42 (Unlawful employment practices) and Section 38-44 (Unlawful public accommodation practices). The prohibition flag is set to 'true' based on the language 'it shall be unlawful' in the golden truth section, but this is not reflected in the retrieved metadata. The obligation flag is also 'true' based on the golden truth's 'it is hereby declared to be the policy' language, but this is not present in the retrieved metadata. The retrieved metadata flags are all 'false' because the retrieved chunks do not contain the exact text from the golden truth section."
37,GA,Fulton,Hard,How does recognizing hate crimes as distinct offenses reflect broader constitutional commitments to equality and civil rights?,True,1,0.9696969696969696,Sec. 46-203. - Hate crime.,Sec. 46-203. Hate crime.,Sec. 46-203. Hate crime.,Sec. 46-204. Penalties for disorderly conduct offenses that qualify as hate crimes.,Sec. 154-464. Examples of prejudicial acts.,§ 154-463. will use every necessary resource rapidly and decisively to identify the perpetrators and take immediate steps to prevent further acts,Sec. 38-40. Declaration of policy.,"Definition. A hate crime is a traditional offense like disorderly conduct or vandalism with an added element of bias or prejudice, causing it to inflict greater individual or societal harm. A person commits a hate crime when he or she selects the victim or victims of his or her crime by reason of the actual or perceived race, color, creed, religion, ancestry, gender, sexual orientation, physical or mental disability, age, or national origin of another individual or group of individuals, regardless of the existence of any other motivating factor or factors.","Definition. A hate crime is a traditional offense like disorderly conduct or vandalism with an added element of bias or prejudice, causing it to inflict greater individual or societal harm. A person commits a hate crime when he or she selects the victim or victims of his or her crime by reason of the actual or perceived race, color, creed, religion, ancestry, gender, sexual orienta- tion, physical or mental disability, age, or national origin of another individual or group of individu- als, regardless of the existence of any other motivating factor or factors.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,"No chunk contained the SAME SECTION NUMBER and SAME TEXT as the Golden Truth. Chunk 1 mentions Sec. 46-203. Hate crime, but the text does not match the Golden Truth's text. The other chunks do not contain the section number mentioned in the Golden Truth."
38,GA,Fulton,Medium,How does directing fines toward education programs support the goals of hate crime legislation?,True,1,1.0,Sec. 46-205. - Fines used to support educational programs.,Sec. 46-205. Fines used to support educational programs.,Sec. 46-205. Fines used to support educational programs.,Sec. 46-205. Fines used to support educational programs.,Sec. 46-204. Penalties for disorderly conduct offenses that qualify as hate crimes.,"Sec. 10-318. Funds from fines, forfeitures and forfeited recognizances to go to county treasury.",Sec. 46-202. Bail schedule.,All fines paid and collected pursuant to this section shall be disbursed to hate crime or diversity education programs as determined by the judge adjudicating each case.,All fines paid and collected pursuant to this section shall be disbursed to hate crime or diversity education programs as determined by the judge adjudicating each case.,True,True,True,False,False,True,False,False,True,False,False,True,1.0,"Chunk 1 has the same section number (Sec. 46-205) and the same text as the golden truth section, confirming that fines are used to support educational programs."
39,GA,Fulton,Hard,How might changes in population over time affect the legal and political dynamics of county-city collaboration?,False,0,0.0,"Sec. 30-1. - Operation of recreational programs in cities with less than 5,000 population—Generally.",,Sec. 50-3. Cooperation and assistance with other public jurisdictions.,"Sec. 46-41. County to contract with city or private firm; transfer of equip- ment, materials and supplies; financing.",Sec. 34-146. Cityemployeesbecomingcounty employees and vice versa; trans- fer of credit; certification; trans- fer of funds; eligibility.,"Sec. 34-147. Application of division to officers of counties of 600,000 population and largest city therein; transfer of credits; cer- tification of service.",Sec. 62-160. Minimum charge.,"Notwithstanding any other provision of this [state] constitution, Fulton County may, with the consent of the city involved, operate recreational programs in any city lying wholly or partially within such county and having a population of 5,000 or less, according to the present or future United States census.",,False,False,,False,False,,False,False,,False,False,,,"The golden truth section (Sec. 30-1) is not present in any of the retrieved chunks. The retrieved chunks mention sections 50-3, 46-41, 34-146, 34-147, and 62-160, but none of them contain the exact text from the golden truth section. The retrieved chunks discuss topics such as cooperation, pension fund transfers, and minimum charges, but do not address the specific legal and political dynamics of county-city collaboration related to population changes over time."
40,GA,Fulton,Easy,What is the excise tax rate on the sale of distilled spirits by the package?,True,1,0.972972972972973,Sec. 6-66. - Distilled spirits by the package; rate.,Sec. 6-66. Distilled spirits by the package;,Sec. 6-66. Distilled spirits by the package;,Sec. 6-137. Rate of tax.,Sec. 6-101. Levy of excise tax on sale; reporting of sales; payment of tax.,Sec. 6-68. Method of collection.,Sec. 6-102. Excise tax in addition to other fees and taxes.,"The excise tax levied on the sale of distilled spirits by the package, at either the wholesale or retail level, is hereby set at the rate of $0.22 per liter of distilled spirits, excluding fortified wines, and a proportionate tax at like rates on all fractional parts of a liter.","rate. The excise tax levied on the sale of distilled spirits by the package, at either the wholesale or CD6:6 retail level, is hereby set at the rate of $0.22 per liter of distilled spirits, excluding fortified wines, and a proportionate tax at like rates on all frac- tional parts of a liter.",False,False,True,False,False,True,False,False,True,False,False,True,1.0,No chunk contained the exact text and section reference (Sec. 6-66. - Distilled spirits by the package; rate.) from the golden truth. Chunk 1 mentioned the section number but did not contain the exact text. The other chunks referred to different sections and did not contain the golden truth text.
41,GA,Fulton,Easy,What is the excise tax rate on the first sale or use of wine by the package?,False,0,0.0,Sec. 6-67. - Wine by the package; rate.,,Sec. 6-66. Distilled spirits by the package;,Sec. 6-137. Rate of tax.,Sec. 6-101. Levy of excise tax on sale; reporting of sales; payment of tax.,Sec. 74-108. Substitutions and limitations to the Georgia Sales and Use Tax,Sec. 6-68. Method of collection.,"The excise tax levied on the first sale or use of wine by the package is hereby set at $0.22 per liter, and a proportionate tax at like rates on all fractional parts of a liter.",,False,False,,False,False,,False,False,,False,False,,,"The golden truth section is Sec. 6-67. 'Wine by the package; rate.' None of the retrieved chunks have the same section number (6-67) or the same text as the golden truth. The closest match is Chunk 1, which is Sec. 6-66 and refers to 'Distilled spirits by the package' and excludes fortified wines. Therefore, the retrieved chunks do not contain the actual text from the golden truth."
42,GA,Fulton,Medium,Why does the rule allow each day of violation to count as a separate offense?,False,0,0.0,Sec. 6-136. - Penalty for violation of division.,,29.1. Violation,Sec. 14-78. Penalties for violation of divi- sion.,Sec. 34-807. Penalties.,Sec. 26-408. Fines and penalties.,Sec. 30-87. Penalty for violation of article.,"Any person violating any of the provisions of this division may be charged with an offense and, upon conviction thereof in the State Court of Fulton County, will be assessed a fine of $1,000.00 for each such offense. The person may be charged with a separate offense for each day during any portion of which any violation of any provision of this division is committed, continued, or permitted by this person.",,True,False,,False,False,,True,False,,False,False,,,"The golden truth section (Sec. 6-136) is not found in the retrieved chunks. The retrieved chunks mention sections 29.1, 14-78, 34-807, 26-408, and 30-87, but none of them contain the exact text and section number of the golden truth. The retrieved chunks do discuss penalties and obligations related to violations, but they do not match the golden truth's specific text or section number."
43,GA,Fulton,Easy,What is the tax rate on alcoholic beverages sold by the drink in unincorporated Fulton County?,True,1,1.0,Sec. 6-137. - Rate of tax.,Sec. 6-137. Rate of tax.,Sec. 6-137. Rate of tax.,Sec. 6-1. License required.,Sec. 6-102. Excise tax in addition to other fees and taxes.,Sec. 6-138. Records of sales.,Sec. 6-69. Failure to pay; grounds for sus- pension or revocation of retail li- cense.,There is hereby imposed and levied upon every sale of an alcoholic beverage purchased by the drink in the unincorporated area of Fulton County a tax in the amount of three percent of the purchase price of said beverage.,There is hereby imposed and levied upon every sale of an alcoholic beverage purchased by the drink in the unincorporated area of Fulton County a tax in the amount of three percent of the purchase price of said beverage.,False,,,False,,,False,,,False,,,,"Chunk 1 contains the same section number (Sec. 6-137) and the same text as the golden truth section, therefore it is a match. The text imposes an obligation (duty) to pay the tax, hence the Obligation flag is true. The text does not prohibit, permit, or impose a penalty/fine."
